#Output File:20260102_2219 
#(Model(lorentzian, prefix='g_') + Model(lorentzian, prefix='d1_'))
# Fit Method:leastsq# Model Parameters:
#pk_name    pk_type  pk_center  pk_sigma  pk_amplitude  pk_par4  pk_center_min  pk_center_max  pk_sigma_min  pk_sigma_max  pk_amplitude_min  pk_amplitude_max  pk_par4_min  pk_par4_max  pk_center_brute_step  pk_sigma_brute_step  pk_amplitude_brute_step  pk_gamma_brute_step
#      g Lorentzian       1600      35.0           0.9      NaN            NaN            NaN           NaN           NaN                 0               NaN          NaN          NaN                   NaN                  NaN                      NaN                  NaN
#     d1 Lorentzian       1330      87.5           0.9      NaN            NaN            NaN           NaN           NaN                 0               NaN          NaN          NaN                   NaN                  NaN                      NaN                  NaN
#     d3   Gaussian       1500      63.7           0.5      NaN         1450.0         1570.0           NaN           NaN                 0               NaN          NaN          NaN                   NaN                  NaN                      NaN                  NaN
spc_id,spc_x,spc_y,bkr_c,bkr_s,g_amplitude,g_center,g_sigma,d1_amplitude,d1_center,d1_sigma,d3_amplitude,d3_center,d3_sigma,mse,noise,chisq,chisq_red,aic,bic,note,init_g_amplitude,init_g_center,init_g_sigma,init_d1_amplitude,init_d1_center,init_d1_sigma,init_d3_amplitude,init_d3_center,init_d3_sigma,placeholder
selected_31624_20160825_184739_26.0_32.0.txt,NaN,NaN,271.9111,0.1779,9.1586e+04,1.5885e+03,2.8548e+01,3.2556e+05,1.3179e+03,6.0186e+01,4.8403e+04,1.5366e+03,5.8603e+01,2.2e+03,4.6e+01,5.8e+05,2.2e+03,2.1e+03,2.1e+03,,1.1630e+05,1.6000e+03,3.5000e+01,4.1706e+05,1.3300e+03,8.7500e+01,3.9325e+04,1.5000e+03,6.3700e+01,
selected_36980_20160825_113352_10.0_20.0.txt,NaN,NaN,510.0238,-0.2248,4.7116e+03,1.6020e+03,1.8815e+01,1.8183e+05,1.3074e+03,7.5915e+01,9.6970e+03,1.5700e+03,4.3358e+01,7.4e+02,2.7e+01,2.0e+05,7.6e+02,1.8e+03,1.8e+03,,1.9237e+04,1.6000e+03,3.5000e+01,1.7270e+05,1.3300e+03,8.7500e+01,1.1704e+04,1.5000e+03,6.3700e+01,
selected_36982_20160825_113352_10.0_22.0.txt,NaN,NaN,1847.2163,-0.7996,0.0000e+00,1.5844e+03,2.2326e+01,4.9028e+05,1.3014e+03,6.9993e+01,1.8798e+05,1.4500e+03,3.9491e+03,9.3e+03,9.5e+01,2.5e+06,9.6e+03,2.5e+03,2.5e+03,,2.9584e+04,1.6000e+03,3.5000e+01,4.7823e+05,1.3300e+03,8.7500e+01,2.0356e+04,1.5000e+03,6.3700e+01,
selected_3914_20160825_191905_20.0_42.0.txt,NaN,NaN,19075.1117,0.4425,9.1033e+04,1.5778e+03,5.8501e+01,2.2204e+05,1.2525e+03,9.8670e+01,5.9107e+05,1.4500e+03,1.3287e+02,2.9e+04,1.7e+02,7.9e+06,3.0e+04,2.8e+03,2.8e+03,,1.3260e+05,1.6000e+03,3.5000e+01,3.6366e+05,1.3300e+03,8.7500e+01,1.5624e+05,1.5000e+03,6.3700e+01,
selected_43052_20160825_180008_22.0_20.0.txt,NaN,NaN,6043.1314,0.1023,2.6088e+05,1.5870e+03,3.9024e+01,1.0648e+06,1.2776e+03,1.3184e+02,6.5720e+05,1.4500e+03,1.1400e+02,4.5e+04,2.1e+02,1.2e+07,4.6e+04,2.9e+03,2.9e+03,,3.2120e+05,1.6000e+03,3.5000e+01,9.0349e+05,1.3300e+03,8.7500e+01,2.4464e+05,1.5000e+03,6.3700e+01,
selected_4424_20160825_191905_44.0_24.0.txt,NaN,NaN,30.4124,0.0093,9.1622e+03,1.6020e+03,2.5637e+01,6.6752e+04,1.3322e+03,9.6758e+01,1.1233e+04,1.5563e+03,5.7750e+01,2.2e+02,1.5e+01,6.0e+04,2.3e+02,1.5e+03,1.5e+03,,1.8993e+04,1.6000e+03,3.5000e+01,5.3729e+04,1.3300e+03,8.7500e+01,8.3716e+03,1.5000e+03,6.3700e+01,
selected_44428_20160825_095858_32.0_32.0.txt,NaN,NaN,225.5845,-0.0439,3.8900e+03,1.6007e+03,1.9722e+01,7.8280e+03,1.3172e+03,4.3875e+01,1.3349e+04,1.4919e+03,1.1392e+02,3.0e+02,1.7e+01,8.1e+04,3.1e+02,1.6e+03,1.6e+03,,9.1646e+03,1.6000e+03,3.5000e+01,1.5519e+04,1.3300e+03,8.7500e+01,4.3626e+03,1.5000e+03,6.3700e+01,
selected_4494_20160825_191905_48.0_6.0.txt,NaN,NaN,23821.8023,-4.0107,6.4767e+04,1.6234e+03,5.9443e+01,7.0436e+04,1.2589e+03,6.3709e+01,4.0635e+05,1.4555e+03,1.3111e+02,1.8e+04,1.4e+02,5.0e+06,1.9e+04,2.7e+03,2.7e+03,,8.4566e+04,1.6000e+03,3.5000e+01,1.9889e+05,1.3300e+03,8.7500e+01,1.0461e+05,1.5000e+03,6.3700e+01,
selected_50840_20160825_152129_8.0_20.0.txt,NaN,NaN,2115.4123,-0.4016,1.6463e+05,1.5940e+03,2.7432e+01,7.8178e+05,1.3245e+03,6.8669e+01,7.6908e+04,1.5211e+03,6.2742e+01,1.5e+04,1.2e+02,4.1e+06,1.6e+04,2.6e+03,2.6e+03,,2.1726e+05,1.6000e+03,3.5000e+01,9.3217e+05,1.3300e+03,8.7500e+01,8.3320e+04,1.5000e+03,6.3700e+01,
selected_57832_20160825_103020_6.0_16.0.txt,NaN,NaN,951.5507,0.0911,5.2102e+02,1.6946e+03,4.0812e+00,3.7996e+04,1.2607e+03,9.6961e+01,3.1603e+04,1.4500e+03,1.1038e+02,5.2e+02,2.3e+01,1.4e+05,5.4e+02,1.7e+03,1.7e+03,,4.3607e+03,1.6000e+03,3.5000e+01,3.5267e+04,1.3300e+03,8.7500e+01,9.2366e+03,1.5000e+03,6.3700e+01,
selected_63471_20160825_132338_0.0_23.0.txt,NaN,NaN,51.6479,0.0716,2.6955e+04,1.6008e+03,8.4030e+01,3.6313e+04,1.3588e+03,9.6883e+01,9.9529e+03,1.4763e+03,1.2640e+01,5.9e+02,2.4e+01,1.6e+05,6.1e+02,1.7e+03,1.8e+03,,1.1770e+04,1.6000e+03,3.5000e+01,3.1517e+04,1.3300e+03,8.7500e+01,1.2104e+04,1.5000e+03,6.3700e+01,
selected_68027_20160825_160911_2.0_3.0.txt,NaN,NaN,12.6049,0.0187,3.6459e+03,1.5902e+03,3.2568e+01,4.3053e+03,1.3162e+03,3.9851e+01,2.5246e+03,1.4500e+03,9.1802e+01,1.2e+02,1.1e+01,3.1e+04,1.2e+02,1.3e+03,1.3e+03,,3.3170e+03,1.6000e+03,3.5000e+01,7.9850e+03,1.3300e+03,8.7500e+01,8.3400e+02,1.5000e+03,6.3700e+01,
selected_88054_20160825_234758_18.0_10.0.txt,NaN,NaN,1014.8581,0.3500,8.2478e+04,1.6023e+03,2.0589e+01,4.8486e+05,1.3310e+03,9.6278e+01,4.4737e+04,1.5700e+03,4.0818e+01,8.4e+03,8.9e+01,2.3e+06,8.7e+03,2.5e+03,2.5e+03,,1.6530e+05,1.6000e+03,3.5000e+01,4.0952e+05,1.3300e+03,8.7500e+01,4.8579e+04,1.5000e+03,6.3700e+01,
selected_8837_20160825_094326_34.0_37.0.txt,NaN,NaN,406.8371,-0.0910,6.9499e+04,1.6007e+03,2.4417e+01,4.6623e+05,1.3259e+03,8.1887e+01,6.7698e+04,1.5585e+03,5.2938e+01,3.2e+03,5.5e+01,8.8e+05,3.4e+03,2.2e+03,2.2e+03,,1.3475e+05,1.6000e+03,3.5000e+01,4.5462e+05,1.3300e+03,8.7500e+01,5.1412e+04,1.5000e+03,6.3700e+01,
selected_96065_20160825_063250_14.0_13.0.txt,NaN,NaN,329.2569,0.0687,1.8751e+04,1.5910e+03,4.9522e+01,7.2275e+04,1.3127e+03,5.8243e+01,7.7564e+03,1.4592e+03,5.3156e+01,4.3e+02,2.1e+01,1.2e+05,4.4e+02,1.7e+03,1.7e+03,,1.2817e+04,1.6000e+03,3.5000e+01,9.0176e+04,1.3300e+03,8.7500e+01,8.1502e+03,1.5000e+03,6.3700e+01,
selected_96919_20160825_001238_0.0_31.0.txt,NaN,NaN,70.7149,0.1761,2.1573e+04,1.5765e+03,8.5356e+00,3.3009e+04,1.3305e+03,4.4052e+01,1.0487e+04,1.5700e+03,7.0119e+01,4.6e+02,2.2e+01,1.3e+05,4.8e+02,1.7e+03,1.7e+03,,1.7444e+04,1.6000e+03,3.5000e+01,6.1526e+04,1.3300e+03,8.7500e+01,5.1405e+03,1.5000e+03,6.3700e+01,
#0:00:22.758329
